Date,Airline,Departure,Arrival,OverallRating,ReportLink
10/12/2024,Wingo,MDERionegro  ,BOGSantafe De Bogota Eldorado Intl ,9,../flightlog/report_623032_Wingo_7271.htm
08/12/2024,Air Europa,PMIPalma de Mallorca Son San Juan ,BCNBarcelona El Prat ,8,../flightlog/report_622319_Air Europa_6060.htm
06/12/2024,Asiana Airlines,CJUCheju Int'l ,GMPSeoul KimpO International ,10,../flightlog/report_621952_Asiana Airlines_8982.htm
06/12/2024,Asiana Airlines,GMPSeoul KimpO International ,CJUCheju Int'l ,10,../flightlog/report_621951_Asiana Airlines_8965.htm
05/12/2024,Edelweiss Air,HKTPhuket Phuket International ,ZRHZurich Kloten / International ,9,../flightlog/report_622148_Edelweiss Air_51.htm
03/12/2024,American Airlines,LHRLondon Heathrow ,CLTCharlotte Douglas - North Carolina,7,../flightlog/report_622032_American Airlines_733.htm
02/12/2024,Aer Lingus,SNNShannon  ,LHRLondon Heathrow ,8,../flightlog/report_621910_Aer Lingus_386.htm
30/11/2024,Air Europa,BCNBarcelona El Prat ,PMIPalma de Mallorca Son San Juan ,9,../flightlog/report_621778_Air Europa_6007.htm
28/11/2024,Qatar Airways,CGKJakarta Soekarno - Hatta ,DOHDoha International ,9,../flightlog/report_621609_Qatar Airways_955.htm
28/11/2024,Transavia Airlines,RTMRotterdam The Haque ,BCNBarcelona El Prat ,8,../flightlog/report_621690_Transavia Airlines_6063.htm
24/11/2024,Delta Air Lines,MSPMinneapolis St Paul - Minnesota,RHIRhinelander  - Wisconsin,8,../flightlog/report_621383_Delta Air Lines_4305.htm
24/11/2024,Delta Air Lines,CVGCincinnati Northern Kentucky Int'l   - Kentucky,MSPMinneapolis St Paul - Minnesota,8,../flightlog/report_621367_Delta Air Lines_736.htm
17/11/2024,Alaska Airlines,SATSan Antonio International Airport - Texas,SEASeattle Tacoma Int'l - Washington,6,../flightlog/report_621210_Alaska Airlines_494.htm
17/11/2024,Alaska Airlines,SEASeattle Tacoma Int'l - Washington,BLIBellingham  - Washington,8,../flightlog/report_621214_Alaska Airlines_3419.htm
14/11/2024,American Airlines,LAXLos Angeles International - California,MEXMexico City Juarez Int'l ,10,../flightlog/report_620684_American Airlines_2546.htm
14/11/2024,Delta Air Lines,DTWDetroit Wayne County - Michigan,CVGCincinnati Northern Kentucky Int'l   - Kentucky,6,../flightlog/report_620686_Delta Air Lines_5257.htm
14/11/2024,Delta Air Lines,GRBAustin  - Wisconsin,DTWDetroit Wayne County - Michigan,6,../flightlog/report_620642_Delta Air Lines_3984.htm
10/11/2024,Alaska Airlines,SEASeattle Tacoma Int'l - Washington,SATSan Antonio International Airport - Texas,6,../flightlog/report_620787_Alaska Airlines_494.htm
07/11/2024,Qatar Airways,DOHDoha International ,CGKJakarta Soekarno - Hatta ,8,../flightlog/report_620083_Qatar Airways_956.htm
04/11/2024,Aerolineas Argentinas,RGLRio Gallegos  ,AEPBuenos Aires Jorge Newbery ,9,../flightlog/report_622291_Aerolineas Argentinas_1857.htm
04/11/2024,Xiamen Airlines,HGHHangzhou  ,SINSingapore Changi ,9,../flightlog/report_619821_Xiamen Airlines_8703.htm
03/11/2024,Ryanair,CGNCologne Konrad Adenauer ,BGYMilan Orio Al Serio ,9,../flightlog/report_623554_Ryanair_5550.htm
03/11/2024,Asiana Airlines,HKGHongkong Chep Lap Kok International ,ICNIncheon  ,10,../flightlog/report_619893_Asiana Airlines_746.htm
03/11/2024,Emirates,SINSingapore Changi ,DXBDubai  ,10,../flightlog/report_619779_Emirates_405.htm
01/11/2024,Ryanair,BGYMilan Orio Al Serio ,CGNCologne Konrad Adenauer ,9,../flightlog/report_623550_Ryanair_5531.htm
01/11/2024,Japan Airlines,KIXOsaka Kansai International ,HNDTokyo Haneda International ,10,../flightlog/report_620085_Japan Airlines_224.htm
31/10/2024,Delta Air Lines,JFKNew York John F Kennedy Int'l - New York,AMSAmsterdam Schiphol ,9,../flightlog/report_619567_Delta Air Lines_46.htm
30/10/2024,Air China,PEKBeijing Beijing Capital ,SZXShenzhen  ,10,../flightlog/report_619822_Air China_1313.htm
29/10/2024,Air France,DXBDubai  ,CDGParis Charles De Gaulle ,8,../flightlog/report_619290_Air France_655.htm
28/10/2024,Volaris,NLUMexico City  - Felipe Angeles International,SJDSan Jose del Cabo Los Cabos ,10,../flightlog/report_619571_Volaris_7120.htm
27/10/2024,KLM,AMSAmsterdam Schiphol ,RNSRennes St Jacques ,10,../flightlog/report_619054_KLM_1415.htm
27/10/2024,KLM,LHRLondon Heathrow ,AMSAmsterdam Schiphol ,10,../flightlog/report_619031_KLM_1002.htm
26/10/2024,THY Turkish Airlines,MNLManila Ninoy Aquino Int'l ,ISTIstanbul New airport ,10,../flightlog/report_623055_THY Turkish Airlines_85.htm
23/10/2024,Delta Air Lines,BCNBarcelona El Prat ,JFKNew York John F Kennedy Int'l - New York,8,../flightlog/report_618849_Delta Air Lines_169.htm
22/10/2024,KLM,RNSRennes St Jacques ,AMSAmsterdam Schiphol ,10,../flightlog/report_618820_KLM_1416.htm
22/10/2024,KLM,AMSAmsterdam Schiphol ,LHRLondon Heathrow ,10,../flightlog/report_618823_KLM_1015.htm
22/10/2024,Volaris,NLUMexico City  - Felipe Angeles International,MIDMerida  ,10,../flightlog/report_618965_Volaris_7112.htm
20/10/2024,Air France,CDGParis Charles De Gaulle ,AUHAbu Dhabi International ,9,../flightlog/report_619289_Air France_638.htm
17/10/2024,Volaris,MIDMerida  ,MEXMexico City Juarez Int'l ,10,../flightlog/report_618858_Volaris_225.htm
15/10/2024,EasyJet,LCALarnaca  ,LGWLondon Gatwick ,7,../flightlog/report_618377_EasyJet_8660.htm
13/10/2024,Wizz Air,GDNGdansk Lech Wałęsa ,TKUTurku  ,2,../flightlog/report_618276_Wizz Air_1751.htm
12/10/2024,LATAM Brasil,GRUSao Paulo Guarulhos Int'l ,IGUFoz do Iguacu  Cataratas ,7,../flightlog/report_618402_LATAM Brasil_3200.htm
10/10/2024,Air Canada,YYZToronto Pearson Int'l - Ontario,YVRVancouver  - British Columbia,8,../flightlog/report_618042_Air Canada_121.htm
09/10/2024,Air Canada,YYZToronto Pearson Int'l - Ontario,EDIEdinburgh  ,7,../flightlog/report_623786_Air Canada_806.htm
09/10/2024,Qatar Airways,CGKJakarta Soekarno - Hatta ,DOHDoha International ,9,../flightlog/report_617845_Qatar Airways_967.htm
09/10/2024,Transavia Airlines,EINEindhoven Welschap ,BCNBarcelona El Prat ,9,../flightlog/report_617873_Transavia Airlines_6789.htm
08/10/2024,EasyJet,LGWLondon Gatwick ,LCALarnaca  ,9,../flightlog/report_618221_EasyJet_8659.htm
08/10/2024,SAS Scandinavian Airlines,HELHelsinki Vantaa ,ARNStockholm Arlanda ,10,../flightlog/report_618261_SAS Scandinavian Airlines_705.htm
08/10/2024,LOT Polish Airlines,ARNStockholm Arlanda ,WAWWarsaw Okecie ,6,../flightlog/report_618263_LOT Polish Airlines_454.htm
08/10/2024,LOT Polish Airlines,WAWWarsaw Okecie ,BZGBydgoszcz  ,4,../flightlog/report_618265_LOT Polish Airlines_3993.htm
05/10/2024,Iberia,LHRLondon Heathrow ,MADMadrid Adolfo Suárez ,6,../flightlog/report_617679_Iberia_3175.htm
03/10/2024,Air Canada,YVRVancouver  - British Columbia,YYZToronto Pearson Int'l - Ontario,7,../flightlog/report_617352_Air Canada_116.htm
30/09/2024,Mandarin Airlines,TSATaipei Sung Shan ,KNHKinmen Shang-Yi ,10,../flightlog/report_617182_Mandarin Airlines_1269.htm
29/09/2024,Brussels Airlines,LHRLondon Heathrow ,BRUBrussels Brussels ,8,../flightlog/report_617428_Brussels Airlines_2106.htm
28/09/2024,Air Canada,YULMontreal Trudeau International (Dorval)  - Quebec,LHRLondon Heathrow ,8,../flightlog/report_617110_Air Canada_866.htm
28/09/2024,Air Canada,YQMMoncton Moncton Airport - New-Brunswick,YULMontreal Trudeau International (Dorval)  - Quebec,8,../flightlog/report_617431_Air Canada_1565.htm
28/09/2024,ITA - Italia Trasporto Aereo,CTACatania Fontanarossa ,LINMilan Linate ,5,../flightlog/report_618034_ITA - Italia Trasporto Aereo_1718.htm
27/09/2024,Uni Air,KNHKinmen Shang-Yi ,TSATaipei Sung Shan ,10,../flightlog/report_617184_Uni Air_8830.htm
25/09/2024,Vueling Airlines,BCNBarcelona El Prat ,AMSAmsterdam Schiphol ,9,../flightlog/report_616774_Vueling Airlines_8302.htm
25/09/2024,Delta Air Lines,SBNSouth Bend  - Indiana,ATLAtlanta Hartsfield Jackson International - Georgia,6,../flightlog/report_616793_Delta Air Lines_3872.htm
21/09/2024,TUI Airlines Belgium,BRUBrussels Brussels ,BOJBurgas  ,7,../flightlog/report_616417_TUI Airlines Belgium_2861.htm
18/09/2024,Air Canada,EDIEdinburgh  ,YYZToronto Pearson Int'l - Ontario,8,../flightlog/report_623785_Air Canada_807.htm
16/09/2024,Brussels Airlines,ARNStockholm Arlanda ,BRUBrussels Brussels ,8,../flightlog/report_617652_Brussels Airlines_2292.htm
14/09/2024,Air Canada,BRUBrussels Brussels ,YULMontreal Trudeau International (Dorval)  - Quebec,7,../flightlog/report_616601_Air Canada_833.htm
14/09/2024,Air Canada,YULMontreal Trudeau International (Dorval)  - Quebec,YQMMoncton Moncton Airport - New-Brunswick,8,../flightlog/report_616605_Air Canada_1562.htm
13/09/2024,Norwegian Air Sweden,BCNBarcelona El Prat ,SVGStavanger Sola ,9,../flightlog/report_616101_Norwegian Air Sweden_5524.htm
10/09/2024,Aeromexico Connect,QROQueretaro  ,ATLAtlanta Hartsfield Jackson International - Georgia,5,../flightlog/report_615529_Aeromexico Connect_2710.htm
09/09/2024,Avianca,GYEGuayaquil  ,UIOQuito Mariscal Sucr ,10,../flightlog/report_615299_Avianca_1631.htm
06/09/2024,Singapore Airlines,SINSingapore Changi ,MELMelbourne Tullamarine - Victoria,10,../flightlog/report_614971_Singapore Airlines_217.htm
06/09/2024,Avianca,UIOQuito Mariscal Sucr ,GYEGuayaquil  ,10,../flightlog/report_615001_Avianca_1630.htm
05/09/2024,Qatar Airways,DOHDoha International ,CGKJakarta Soekarno - Hatta ,9,../flightlog/report_614970_Qatar Airways_956.htm
03/09/2024,Mandarin Airlines,TSATaipei Sung Shan ,KNHKinmen Shang-Yi ,10,../flightlog/report_615133_Mandarin Airlines_1269.htm
02/09/2024,Singapore Airlines,BWNBandar Seri Begawan  ,SINSingapore Changi ,9,../flightlog/report_614802_Singapore Airlines_147.htm
30/08/2024,Singapore Airlines,SINSingapore Changi ,BWNBandar Seri Begawan  ,8,../flightlog/report_614801_Singapore Airlines_148.htm
25/08/2024,Vueling Airlines,BCNBarcelona El Prat ,DUBDublin Collinstown ,10,../flightlog/report_614166_Vueling Airlines_8722.htm
25/08/2024,KLM,FCORome Fiumicino ,AMSAmsterdam Schiphol ,3,../flightlog/report_614126_KLM_1608.htm
23/08/2024,Transavia Airlines,RTMRotterdam The Haque ,BCNBarcelona El Prat ,8,../flightlog/report_613918_Transavia Airlines_6063.htm
23/08/2024,Norwegian Air Sweden,SVGStavanger Sola ,BCNBarcelona El Prat ,10,../flightlog/report_616100_Norwegian Air Sweden_5525.htm
22/08/2024,Air France,CDGParis Charles De Gaulle ,RNSRennes St Jacques ,10,../flightlog/report_613825_Air France_7530.htm
21/08/2024,Eurowings,PMIPalma de Mallorca Son San Juan ,MUCMunich Franz Josef Strauss ,7,../flightlog/report_613761_Eurowings_1787.htm
21/08/2024,Delta Air Lines,IADWashington Dulles Int'l Airport - District of Columbia,ATLAtlanta Hartsfield Jackson International - Georgia,10,../flightlog/report_613786_Delta Air Lines_719.htm
21/08/2024,Air France,ATLAtlanta Hartsfield Jackson International - Georgia,CDGParis Charles De Gaulle ,10,../flightlog/report_613787_Air France_31.htm
19/08/2024,Garuda,CGKJakarta Soekarno - Hatta ,TNJTanjung Pinang Kidjang ,9,../flightlog/report_613792_Garuda_288.htm
17/08/2024,Air Canada,YULMontreal Trudeau International (Dorval)  - Quebec,AUSAustin Bergstrom - Texas,8,../flightlog/report_613578_Air Canada_1051.htm
16/08/2024,Eurowings,MUCMunich Franz Josef Strauss ,PMIPalma de Mallorca Son San Juan ,6,../flightlog/report_613539_Eurowings_1992.htm
15/08/2024,Air France,RNSRennes St Jacques ,CDGParis Charles De Gaulle ,10,../flightlog/report_613400_Air France_7531.htm
15/08/2024,Air France,CDGParis Charles De Gaulle ,IADWashington Dulles Int'l Airport - District of Columbia,10,../flightlog/report_613785_Air France_52.htm
14/08/2024,Qatar Airways,HKGHongkong Chep Lap Kok International ,DOHDoha International ,7,../flightlog/report_615129_Qatar Airways_817.htm
11/08/2024,Delta Air Lines,JFKNew York John F Kennedy Int'l - New York,AMSAmsterdam Schiphol ,9,../flightlog/report_613222_Delta Air Lines_48.htm
09/08/2024,Air Canada,AUSAustin Bergstrom - Texas,YULMontreal Trudeau International (Dorval)  - Quebec,9,../flightlog/report_613062_Air Canada_1050.htm
08/08/2024,British Airways,LHRLondon Heathrow ,PRGPrague Václava Havla Praha ,6,../flightlog/report_613039_British Airways_858.htm
08/08/2024,British Airways,GLAGlasgow International ,LHRLondon Heathrow ,6,../flightlog/report_613038_British Airways_1487.htm
07/08/2024,Cathay Pacific,HKGHongkong Chep Lap Kok International ,SFOSan Francisco San Francisco International - California,8,../flightlog/report_612979_Cathay Pacific_870.htm
05/08/2024,Aeromexico Connect,ATLAtlanta Hartsfield Jackson International - Georgia,QROQueretaro  ,9,../flightlog/report_615528_Aeromexico Connect_2711.htm
31/07/2024,Qatar Airways,CGKJakarta Soekarno - Hatta ,DOHDoha International ,8,../flightlog/report_612586_Qatar Airways_957.htm
30/07/2024,WestJet Airlines,YXESaskatoon Saskatoon Airport - Saskatchewan,YVRVancouver  - British Columbia,8,../flightlog/report_613023_WestJet Airlines_689.htm
28/07/2024,Volotea Airlines,AJAAjaccio Campo Dell Oro ,TLSToulouse Blagnac ,9,../flightlog/report_613313_Volotea Airlines_2836.htm
26/07/2024,Delta Air Lines,AMSAmsterdam Schiphol ,JFKNew York John F Kennedy Int'l - New York,8,../flightlog/report_612316_Delta Air Lines_47.htm
26/07/2024,WestJet Airlines,YVRVancouver  - British Columbia,YXESaskatoon Saskatoon Airport - Saskatchewan,7,../flightlog/report_612329_WestJet Airlines_690.htm
26/07/2024,Air Corsica,TLSToulouse Blagnac ,AJAAjaccio Campo Dell Oro ,10,../flightlog/report_613312_Air Corsica_721.htm
18/07/2024,Air Canada,CPHCopenhagen Kastrup ,YYZToronto Pearson Int'l - Ontario,9,../flightlog/report_611875_Air Canada_829.htm
18/07/2024,Air Canada Rouge,YYZToronto Pearson Int'l - Ontario,PHXPhoenix Sky Harbor International Airport - Arizona,10,../flightlog/report_611876_Air Canada Rouge_1723.htm
18/07/2024,Lufthansa,HAMHamburg Fuhlsbuettel ,FRAFrankfurt Frankfurt Main ,10,../flightlog/report_615122_Lufthansa_27.htm
17/07/2024,Aeromexico,MTYMonterrey Gen Mariano Escobedo ,MEXMexico City Juarez Int'l ,10,../flightlog/report_611726_Aeromexico_925.htm
14/07/2024,Cathay Pacific,SFOSan Francisco San Francisco International - California,HKGHongkong Chep Lap Kok International ,9,../flightlog/report_611609_Cathay Pacific_879.htm
13/07/2024,Super Air Jet,DPSDenpessar - Bali Ngurah Rai International ,CGKJakarta Soekarno - Hatta ,8,../flightlog/report_611401_Super Air Jet_753.htm
11/07/2024,LATAM Chile,SCLSantiago Arturo Merino Benitez ,AEPBuenos Aires Jorge Newbery ,8,../flightlog/report_611707_LATAM Chile_425.htm
10/07/2024,SmartWings,AYTAntalya Int'l ,PRGPrague Václava Havla Praha ,3,../flightlog/report_611334_SmartWings_2643.htm
09/07/2024,Super Air Jet,CGKJakarta Soekarno - Hatta ,DPSDenpessar - Bali Ngurah Rai International ,7,../flightlog/report_611190_Super Air Jet_742.htm
07/07/2024,Transavia France,CFUKerkyra Corfu ,ORYParis Orly ,5,../flightlog/report_611095_Transavia France_3545.htm
04/07/2024,Qatar Airways,DOHDoha International ,CGKJakarta Soekarno - Hatta ,7,../flightlog/report_610710_Qatar Airways_956.htm
04/07/2024,KLM,BCNBarcelona El Prat ,AMSAmsterdam Schiphol ,9,../flightlog/report_610750_KLM_1514.htm
02/07/2024,All Nippon Airways,MNLManila Ninoy Aquino Int'l ,NRTTokyo Narita ,8,../flightlog/report_611704_All Nippon Airways_820.htm
01/07/2024,Avianca,RCHRiohacha  ,BOGSantafe De Bogota Eldorado Intl ,9,../flightlog/report_610516_Avianca_8591.htm
25/06/2024,Ryanair,TLLTallinn Ulemiste ,ARNStockholm Arlanda ,4,../flightlog/report_610080_Ryanair_4645.htm
24/06/2024,SAS Scandinavian Airlines,ARNStockholm Arlanda ,TLLTallinn Ulemiste ,7,../flightlog/report_610079_SAS Scandinavian Airlines_748.htm
23/06/2024,British Airways,LYSLyon St. Exupéry ,LHRLondon Heathrow ,9,../flightlog/report_609944_British Airways_361.htm
23/06/2024,Air Canada Rouge,PHXPhoenix Sky Harbor International Airport - Arizona,YYZToronto Pearson Int'l - Ontario,10,../flightlog/report_611594_Air Canada Rouge_1720.htm
23/06/2024,Air Canada,YYZToronto Pearson Int'l - Ontario,CPHCopenhagen Kastrup ,10,../flightlog/report_611595_Air Canada_828.htm
22/06/2024,Ryanair,POZPoznan Lawica ,PRGPrague Václava Havla Praha ,5,../flightlog/report_609904_Ryanair_8520.htm
22/06/2024,Delta Air Lines,AUSAustin Bergstrom - Texas,ATLAtlanta Hartsfield Jackson International - Georgia,8,../flightlog/report_615532_Delta Air Lines_1397.htm
21/06/2024,TUI Airlines Belgium,BRUBrussels Brussels ,HERHeraklion Nikos Kazantzakis ,8,../flightlog/report_609787_TUI Airlines Belgium_2251.htm
21/06/2024,British Airways,LHRLondon Heathrow ,LYSLyon St. Exupéry ,7,../flightlog/report_609942_British Airways_360.htm
19/06/2024,Delta Air Lines,JFKNew York John F Kennedy Int'l - New York,BCNBarcelona El Prat ,8,../flightlog/report_609587_Delta Air Lines_128.htm
18/06/2024,United Airlines,ATLAtlanta Hartsfield Jackson International - Georgia,IAHHouston George Bush Int'l Airport - Texas,9,../flightlog/report_615530_United Airlines_1945.htm
18/06/2024,United Airlines,IAHHouston George Bush Int'l Airport - Texas,AUSAustin Bergstrom - Texas,10,../flightlog/report_615531_United Airlines_2483.htm
17/06/2024,United Airlines,IAHHouston George Bush Int'l Airport - Texas,CUNCancun Cancun International ,8,../flightlog/report_615947_United Airlines_1020.htm
14/06/2024,Southwest Airlines,BWIWashington Baltimore - Maryland,ROCRochester  - New York,9,../flightlog/report_609287_Southwest Airlines_1369.htm
10/06/2024,Emirates,DXBDubai  ,SINSingapore Changi ,8,../flightlog/report_609054_Emirates_354.htm
09/06/2024,Air France,YYZToronto Pearson Int'l - Ontario,CDGParis Charles De Gaulle ,10,../flightlog/report_617204_Air France_355.htm
03/06/2024,LATAM Brasil,CGHSao Paulo Congonhas Int'l ,CWBCuritiba Afonso Pena Int'l ,8,../flightlog/report_608365_LATAM Brasil_3060.htm
01/06/2024,Delta Air Lines,AMSAmsterdam Schiphol ,JFKNew York John F Kennedy Int'l - New York,7,../flightlog/report_608184_Delta Air Lines_47.htm
29/05/2024,Qatar Airways,CGKJakarta Soekarno - Hatta ,DOHDoha International ,8,../flightlog/report_607869_Qatar Airways_957.htm
29/05/2024,LATAM Brasil,CWBCuritiba Afonso Pena Int'l ,CGHSao Paulo Congonhas Int'l ,9,../flightlog/report_608364_LATAM Brasil_3071.htm
28/05/2024,United Airlines,SFOSan Francisco San Francisco International - California,ICNIncheon  ,8,../flightlog/report_608244_United Airlines_893.htm
24/05/2024,Spirit Airlines,MIAMiami Miami Int'l - Florida,LASLas Vegas Mccarran International - Nevada,10,../flightlog/report_607912_Spirit Airlines_442.htm
24/05/2024,Flair Airlines,YYZToronto Pearson Int'l - Ontario,YQBQuebec Quebec International (Jean-Lesage) - Quebec,8,../flightlog/report_608800_Flair Airlines_694.htm
18/05/2024,American Airlines,SNASanta Ana John Wayne - California,ORDChicago O'Hare international - Illinois,6,../flightlog/report_607074_American Airlines_2590.htm
18/05/2024,American Airlines,ORDChicago O'Hare international - Illinois,ATWAppleton Outagamie County - Wisconsin,6,../flightlog/report_607513_American Airlines_3770.htm
18/05/2024,VoePass Linhas Aereas,GRUSao Paulo Guarulhos Int'l ,RAORibeirao Preto Leite Lopes ,7,../flightlog/report_607175_VoePass Linhas Aereas_2213.htm
18/05/2024,VoePass Linhas Aereas,RAORibeirao Preto Leite Lopes ,CGHSao Paulo Congonhas Int'l ,7,../flightlog/report_607176_VoePass Linhas Aereas_2257.htm
13/05/2024,KLM,BCNBarcelona El Prat ,AMSAmsterdam Schiphol ,8,../flightlog/report_606672_KLM_1520.htm
12/05/2024,LATAM Brasil,CGBCuiaba  ,GRUSao Paulo Guarulhos Int'l ,8,../flightlog/report_606652_LATAM Brasil_3273.htm
11/05/2024,Cathay Pacific,BOMMumbay  Santa Cruz Sahar Int'l ,HKGHongkong Chep Lap Kok International ,5,../flightlog/report_606378_Cathay Pacific_660.htm
11/05/2024,Ryanair,EDIEdinburgh  ,BVAParis Beauvais-Tille ,6,../flightlog/report_610040_Ryanair_5591.htm
11/05/2024,Azul Linhas Aereas,GRUSao Paulo Guarulhos Int'l ,CGBCuiaba  ,9,../flightlog/report_606651_Azul Linhas Aereas_4769.htm
10/05/2024,SmartAvia,SVOMoscow Sheremetyevo ,KGDKaliningrad Khrabrovo Airport ,8,../flightlog/report_606338_SmartAvia_253.htm
09/05/2024,Air France,CDGParis Charles De Gaulle ,ALGAlgiers Houari Bournediene ,8,../flightlog/report_620251_Air France_1354.htm
09/05/2024,All Nippon Airways,NRTTokyo Narita ,LAXLos Angeles International - California,10,../flightlog/report_606038_All Nippon Airways_6.htm
09/05/2024,Volaris,TIJTijuana  ,MZTMazatlan Gen Ralael Bueina ,10,../flightlog/report_606191_Volaris_3190.htm
08/05/2024,Air France,HAVHavana Jose Marti Intl ,CDGParis Charles De Gaulle ,6,../flightlog/report_620252_Air France_959.htm
08/05/2024,All Nippon Airways,MNLManila Ninoy Aquino Int'l ,NRTTokyo Narita ,10,../flightlog/report_606039_All Nippon Airways_820.htm
08/05/2024,Austrian Airlines,BERBerlin Brandenburg ,VIEVienna Schwechat ,8,../flightlog/report_606159_Austrian Airlines_234.htm
08/05/2024,United Airlines,LAXLos Angeles International - California,EWRNew York Newark International - New York,6,../flightlog/report_606138_United Airlines_2055.htm
07/05/2024,Ural Airlines,KGDKaliningrad Khrabrovo Airport ,DMEMoscow Domodedovo ,9,../flightlog/report_606337_Ural Airlines_372.htm
04/05/2024,Ryanair,BVAParis Beauvais-Tille ,EDIEdinburgh  ,6,../flightlog/report_610036_Ryanair_5592.htm
03/05/2024,KLM,ARNStockholm Arlanda ,AMSAmsterdam Schiphol ,7,../flightlog/report_605586_KLM_1214.htm
01/05/2024,KLM,AMSAmsterdam Schiphol ,BCNBarcelona El Prat ,9,../flightlog/report_606133_KLM_1519.htm
30/04/2024,All Nippon Airways,NRTTokyo Narita ,MNLManila Ninoy Aquino Int'l ,10,../flightlog/report_605250_All Nippon Airways_819.htm
30/04/2024,Singapore Airlines,PERPerth Perth  - Western Australia,SINSingapore Changi ,10,../flightlog/report_606139_Singapore Airlines_224.htm
29/04/2024,All Nippon Airways,LAXLos Angeles International - California,NRTTokyo Narita ,10,../flightlog/report_605249_All Nippon Airways_5.htm
28/04/2024,United Airlines,EWRNew York Newark International - New York,LAXLos Angeles International - California,4,../flightlog/report_604994_United Airlines_2321.htm
26/04/2024,Qatar Airways,DOHDoha International ,CGKJakarta Soekarno - Hatta ,8,../flightlog/report_604633_Qatar Airways_956.htm
25/04/2024,Iberia,MADMadrid Adolfo Suárez ,MEXMexico City Juarez Int'l ,10,../flightlog/report_605151_Iberia_6403.htm
20/04/2024,Wizz Air Malta,NAPNaples Capodichino ,OTPBucharest Otopeni International ,7,../flightlog/report_604020_Wizz Air Malta_3154.htm
20/04/2024,United Airlines,LASLas Vegas Mccarran International - Nevada,EWRNew York Newark International - New York,9,../flightlog/report_604184_United Airlines_1720.htm
18/04/2024,Delta Air Lines,JFKNew York John F Kennedy Int'l - New York,AMSAmsterdam Schiphol ,7,../flightlog/report_603930_Delta Air Lines_48.htm
